rank,ema,atr_period,sl_mult,tp_mult,hours,tr_trades,tr_wr,tr_pf,tr_dd,tr_monthly,te_trades,te_wr,te_pf,te_dd,te_monthly,score
1,5/50/100,14,2.0,4.0,6-17h,150,44.7,1.552,-5.0%,3.48,56,35.7,1.094,-8.6%,0.58,0.6881
2,5/50/150,14,2.0,4.0,6-17h,131,45.8,1.619,-5.0%,3.32,49,36.7,1.146,-7.8%,0.77,0.6858
3,5/26/100,14,1.5,3.0,6-17h,203,42.4,1.423,-7.8%,3.79,84,29.8,0.838,-18.4%,-1.56,0.6856
4,5/50/150,20,2.5,4.0,6-17h,120,52.5,1.694,-4.9%,2.91,45,44.4,1.271,-8.0%,1.14,0.6673
5,5/26/100,10,1.5,3.0,6-17h,203,41.9,1.397,-7.8%,3.52,84,29.8,0.838,-18.4%,-1.56,0.6632
6,12/26/150,14,2.0,4.0,0-23h,206,41.7,1.426,-10.7%,3.52,70,40.0,1.335,-14.1%,2.36,0.6598
7,5/50/100,14,2.5,4.0,6-17h,138,50.7,1.585,-4.9%,2.92,49,38.8,1.0,-5.2%,0.0,0.6535
8,12/26/150,20,2.0,4.0,0-23h,205,41.5,1.419,-7.9%,3.34,72,40.3,1.351,-13.2%,2.55,0.6533
9,5/50/200,14,2.0,4.0,6-17h,124,45.2,1.601,-5.9%,2.9,45,35.6,1.087,-6.9%,0.43,0.6518
10,12/26/80,10,2.0,3.5,0-23h,241,44.0,1.371,-9.4%,3.39,83,42.2,1.271,-11.5%,2.22,0.6466
0,5/50/150,14,2.5,4.0,6-17h,120,51.7,1.639,-5.3%,2.7,44,40.9,1.095,-7.0%,0.41,0.6443
0,12/26/150,10,2.0,3.5,0-23h,205,44.9,1.409,-7.4%,3.2,71,45.1,1.438,-11.8%,2.96,0.6434
0,5/42/100,20,2.5,3.0,7-16h,127,59.1,1.718,-3.9%,2.46,49,46.9,1.05,-4.5%,0.22,0.6414
0,5/50/100,20,2.5,4.0,6-17h,137,50.4,1.563,-5.0%,2.78,50,42.0,1.145,-5.0%,0.71,0.6405
0,5/50/200,20,2.5,4.0,6-17h,114,51.8,1.675,-4.9%,2.56,43,39.5,1.033,-8.0%,0.14,0.6403
0,12/26/80,14,1.5,3.5,7-16h,132,40.2,1.561,-9.0%,2.92,56,30.4,1.0,-7.4%,0.0,0.64
0,5/50/80,14,2.0,3.0,6-17h,183,49.7,1.475,-5.5%,2.94,67,37.3,0.881,-8.6%,-0.81,0.6388
0,9/42/80,10,2.0,3.0,7-16h,133,52.6,1.603,-7.3%,2.76,49,40.8,1.021,-6.4%,0.11,0.6387
0,12/26/80,20,2.0,4.0,0-23h,240,40.4,1.358,-12.3%,3.4,88,38.6,1.257,-15.8%,2.33,0.6383
0,5/26/80,14,1.5,3.0,6-17h,206,41.3,1.364,-8.8%,3.25,92,29.3,0.823,-21.6%,-1.87,0.6375
0,5/50/100,20,2.0,4.0,6-17h,153,43.1,1.476,-6.8%,2.96,57,36.8,1.15,-6.9%,0.93,0.637
0,5/50/100,10,2.0,3.0,6-17h,162,50.6,1.511,-5.4%,2.83,59,39.0,0.947,-8.6%,-0.32,0.6361
0,5/42/100,10,2.5,3.0,7-16h,123,59.3,1.725,-5.7%,2.43,48,50.0,1.186,-4.5%,0.77,0.6359
0,5/26/100,20,1.5,3.0,6-17h,198,41.4,1.367,-7.8%,3.17,84,29.8,0.838,-18.4%,-1.56,0.6348
0,12/26/80,14,2.0,4.0,0-23h,240,40.4,1.346,-13.2%,3.4,83,38.6,1.252,-16.7%,2.15,0.6344
0,5/50/150,20,2.0,4.0,6-17h,134,44.0,1.528,-6.8%,2.81,50,40.0,1.321,-7.8%,1.65,0.6335
0,5/50/100,14,2.0,3.0,6-17h,161,50.3,1.504,-4.4%,2.7,58,39.7,0.974,-8.6%,-0.15,0.6284
0,9/42/80,14,2.0,3.0,7-16h,132,52.3,1.584,-7.3%,2.64,49,42.9,1.11,-4.5%,0.53,0.6278
0,5/42/100,14,2.0,3.0,6-17h,161,50.3,1.499,-4.9%,2.7,61,37.7,0.899,-9.7%,-0.65,0.6265
0,5/50/200,14,2.0,4.0,7-16h,110,45.5,1.596,-6.8%,2.58,41,34.1,1.022,-6.9%,0.1,0.6264
0,5/42/80,14,2.0,3.0,6-17h,175,49.7,1.451,-5.9%,2.78,65,35.4,0.814,-12.0%,-1.28,0.6233
0,5/42/100,10,2.0,3.0,6-17h,161,50.3,1.493,-5.9%,2.7,61,37.7,0.899,-9.7%,-0.65,0.6233
0,5/42/100,14,2.0,3.0,7-16h,133,51.9,1.573,-6.3%,2.56,55,41.8,1.063,-8.6%,0.35,0.6231
0,5/50/150,10,2.0,4.0,6-17h,130,43.8,1.514,-5.9%,2.65,50,38.0,1.21,-7.8%,1.12,0.6227
0,9/42/80,10,1.5,3.0,6-17h,171,42.1,1.41,-8.8%,2.94,61,32.8,0.961,-9.9%,-0.27,0.6219
0,5/50/80,10,2.0,3.0,6-17h,185,49.2,1.436,-5.5%,2.77,67,35.8,0.826,-10.3%,-1.2,0.6217
0,12/26/80,14,2.0,3.5,0-23h,244,43.4,1.342,-10.3%,3.12,88,43.2,1.328,-11.5%,2.83,0.6216
0,9/42/80,14,1.5,3.0,6-17h,171,42.1,1.406,-8.8%,2.94,61,31.1,0.892,-10.0%,-0.75,0.6214
0,9/42/80,10,1.5,3.0,7-16h,143,43.4,1.475,-9.6%,2.8,55,34.5,1.04,-7.8%,0.24,0.6186
0,9/42/80,14,1.5,3.0,7-16h,143,43.4,1.471,-9.6%,2.8,55,32.7,0.959,-7.8%,-0.26,0.618
0,5/50/200,14,2.5,4.0,6-17h,114,50.9,1.616,-4.9%,2.35,42,38.1,0.972,-7.3%,-0.12,0.6177
0,5/50/200,20,1.5,2.5,7-16h,126,49.2,1.545,-6.7%,2.54,43,32.6,0.797,-9.7%,-0.97,0.6172
0,5/26/80,10,1.5,3.0,6-17h,206,40.8,1.339,-8.8%,3.0,92,29.3,0.823,-21.6%,-1.87,0.6166
0,5/42/100,14,2.5,3.0,7-16h,123,58.5,1.669,-5.7%,2.26,50,46.0,1.011,-5.2%,0.05,0.6166
0,12/26/150,10,2.0,4.0,0-23h,203,40.9,1.373,-10.7%,3.0,70,40.0,1.335,-14.1%,2.36,0.6164
0,5/50/150,14,2.0,3.5,6-17h,136,47.1,1.499,-5.7%,2.58,50,42.0,1.25,-7.7%,1.26,0.6163
0,5/50/150,20,2.5,4.0,7-16h,109,51.4,1.615,-5.3%,2.34,41,43.9,1.243,-7.0%,0.94,0.6159
0,5/50/100,14,2.0,4.0,7-16h,132,43.9,1.489,-9.6%,2.73,50,34.0,1.015,-8.6%,0.08,0.6157
0,5/50/100,20,2.5,4.0,7-16h,125,50.4,1.547,-6.2%,2.5,46,41.3,1.113,-6.7%,0.51,0.6156
0,5/50/150,10,2.0,3.5,6-17h,136,47.1,1.494,-5.7%,2.58,51,41.2,1.208,-7.7%,1.08,0.6156
0,5/50/150,14,2.0,4.0,7-16h,116,44.8,1.547,-8.7%,2.58,44,36.4,1.128,-7.7%,0.6,0.6152
0,5/50/80,14,1.5,3.0,6-17h,207,40.6,1.336,-6.8%,2.91,71,29.6,0.828,-11.8%,-1.39,0.6148
0,5/50/200,20,2.5,4.0,7-16h,105,51.4,1.637,-4.9%,2.25,39,38.5,0.987,-8.7%,-0.05,0.6135
0,5/42/80,14,2.0,3.0,7-16h,145,51.0,1.52,-8.2%,2.59,58,37.9,0.907,-9.3%,-0.56,0.6134
0,5/50/80,14,2.0,4.0,6-17h,170,41.8,1.407,-7.7%,2.78,63,34.9,1.058,-8.6%,0.4,0.6129
0,5/42/100,10,2.0,3.0,7-16h,134,51.5,1.545,-7.3%,2.48,55,41.8,1.063,-8.6%,0.35,0.6114
0,12/26/80,10,2.0,4.0,0-23h,234,40.2,1.324,-14.1%,3.14,82,37.8,1.21,-16.7%,1.78,0.611
0,5/42/100,20,2.5,3.0,6-17h,150,56.7,1.568,-5.6%,2.37,55,41.8,0.853,-8.5%,-0.77,0.6109
0,5/50/200,20,2.0,4.0,6-17h,126,43.7,1.521,-6.8%,2.49,46,39.1,1.27,-6.9%,1.3,0.6101
0,12/26/100,20,2.0,4.0,0-23h,218,40.4,1.344,-11.4%,2.99,79,41.8,1.437,-11.5%,3.52,0.61
0,5/50/80,14,2.0,3.0,7-16h,158,50.0,1.484,-6.3%,2.54,59,35.6,0.817,-10.7%,-1.12,0.6098
0,5/50/100,14,2.0,3.5,6-17h,155,45.8,1.429,-5.0%,2.59,57,40.4,1.165,-8.6%,0.98,0.6094
0,9/26/80,14,1.5,3.0,6-17h,179,41.3,1.382,-7.8%,2.77,70,35.7,1.092,-6.9%,0.73,0.6086
0,5/50/80,10,1.5,3.0,6-17h,211,40.3,1.324,-6.8%,2.83,71,31.0,0.883,-11.8%,-0.92,0.6076
0,5/26/80,20,1.5,3.0,6-17h,199,40.7,1.331,-7.8%,2.84,92,29.3,0.823,-21.6%,-1.87,0.6067
0,5/42/100,10,2.5,3.0,6-17h,146,56.8,1.566,-6.7%,2.34,53,45.3,0.982,-6.5%,-0.09,0.6058
0,5/50/200,10,2.0,4.0,6-17h,124,43.5,1.51,-5.9%,2.41,46,37.0,1.155,-6.9%,0.77,0.6054
0,5/42/100,14,2.0,4.0,6-17h,149,42.3,1.415,-5.0%,2.55,59,32.2,0.936,-8.9%,-0.42,0.6048
0,5/42/100,20,2.5,4.0,7-16h,120,50.0,1.548,-4.8%,2.29,49,42.9,1.187,-5.9%,0.89,0.6048
0,5/50/80,10,2.0,4.0,6-17h,171,41.5,1.387,-7.7%,2.7,63,34.9,1.058,-8.6%,0.4,0.6046
0,5/50/200,14,2.0,3.5,6-17h,128,46.9,1.5,-4.0%,2.35,46,41.3,1.213,-6.8%,1.0,0.6044
0,5/50/100,10,2.0,4.0,6-17h,149,42.3,1.425,-5.9%,2.55,57,36.8,1.148,-8.6%,0.93,0.6038
0,5/50/200,10,2.0,3.5,6-17h,128,46.9,1.495,-4.0%,2.35,47,40.4,1.169,-6.8%,0.82,0.6038
0,5/42/200,10,2.0,3.0,7-16h,113,52.2,1.58,-3.9%,2.18,47,44.7,1.192,-7.7%,0.88,0.6034
0,5/26/100,20,1.5,2.5,6-17h,205,45.4,1.346,-8.4%,2.78,84,32.1,0.782,-16.4%,-1.98,0.603
0,12/26/100,14,2.0,4.0,0-23h,221,40.3,1.331,-13.4%,2.98,75,41.3,1.411,-13.3%,3.13,0.6027
0,5/50/200,20,2.0,4.0,7-16h,113,44.2,1.541,-6.8%,2.34,42,38.1,1.216,-5.9%,0.95,0.6023
0,5/42/100,14,2.5,3.0,6-17h,147,56.5,1.55,-5.4%,2.27,55,41.8,0.855,-7.2%,-0.77,0.6021
0,5/50/100,14,2.0,3.0,7-16h,140,50.7,1.506,-6.8%,2.4,51,39.2,0.956,-8.6%,-0.23,0.6018
0,5/42/80,10,2.0,3.0,6-17h,175,49.1,1.413,-6.8%,2.57,64,32.8,0.725,-14.6%,-1.88,0.6012
0,5/34/80,14,1.5,3.0,6-17h,191,40.8,1.336,-8.7%,2.76,72,27.8,0.757,-16.9%,-1.98,0.5996
0,5/34/80,20,1.5,3.0,7-16h,161,42.2,1.387,-12.3%,2.79,62,30.6,0.872,-13.3%,-0.91,0.5994
0,5/50/100,10,2.0,3.5,6-17h,156,45.5,1.407,-5.9%,2.51,58,39.7,1.132,-8.6%,0.81,0.5984
0,5/34/80,20,1.5,3.0,6-17h,187,41.2,1.338,-11.8%,2.85,73,30.1,0.851,-14.2%,-1.24,0.5983
0,5/26/200,14,1.5,3.0,6-17h,179,41.3,1.372,-11.5%,2.77,68,32.4,0.943,-16.7%,-0.44,0.5982
0,5/42/100,20,2.5,4.0,6-17h,140,48.6,1.472,-5.4%,2.33,53,39.6,1.037,-7.4%,0.2,0.5959
0,5/50/150,20,2.5,3.5,6-17h,124,53.2,1.543,-4.8%,2.17,46,45.7,1.165,-7.6%,0.69,0.5957
0,5/50/150,14,2.5,4.0,7-16h,109,50.5,1.561,-5.3%,2.14,41,39.0,1.011,-7.8%,0.05,0.5947
0,12/26/80,20,2.0,4.0,6-17h,146,42.5,1.461,-11.4%,2.55,55,36.4,1.129,-11.4%,0.76,0.5947
0,5/42/100,20,2.5,2.5,7-16h,134,61.9,1.603,-4.0%,2.01,50,48.0,0.915,-5.9%,-0.37,0.5944
0,5/50/200,14,2.0,3.5,7-16h,113,47.8,1.536,-7.0%,2.24,42,40.5,1.173,-6.8%,0.74,0.594
0,5/50/200,14,1.5,3.0,7-16h,125,43.2,1.473,-6.8%,2.34,43,27.9,0.765,-10.7%,-1.19,0.5932
0,5/50/100,14,2.5,3.0,6-17h,146,56.2,1.529,-5.3%,2.17,52,44.2,0.942,-5.0%,-0.28,0.5925
0,5/50/100,14,2.5,4.0,7-16h,123,49.6,1.504,-6.2%,2.25,46,37.0,0.925,-8.2%,-0.36,0.5924
0,5/50/80,20,2.0,3.0,6-17h,186,48.4,1.41,-8.3%,2.49,67,38.8,0.938,-8.8%,-0.41,0.5916
0,5/42/80,20,2.5,3.0,7-16h,136,56.6,1.548,-4.9%,2.1,51,43.1,0.9,-6.5%,-0.48,0.5912
0,5/42/80,10,2.0,3.5,6-17h,167,44.9,1.382,-7.3%,2.5,62,33.9,0.885,-10.2%,-0.78,0.591
0,5/50/200,14,2.5,4.0,7-16h,105,50.5,1.578,-5.1%,2.05,39,35.9,0.883,-10.2%,-0.48,0.591
0,5/50/80,14,1.5,3.0,7-16h,178,41.0,1.351,-8.8%,2.61,62,29.0,0.807,-12.6%,-1.37,0.5909
0,5/26/80,20,1.5,2.5,6-17h,207,44.9,1.33,-8.0%,2.62,92,31.5,0.762,-19.7%,-2.38,0.5907
0,5/50/100,20,2.0,4.0,7-16h,136,42.6,1.435,-7.8%,2.4,51,37.3,1.171,-6.8%,0.94,0.59
0,5/26/100,10,1.5,3.0,7-16h,172,41.3,1.36,-9.7%,2.61,73,27.4,0.751,-20.1%,-2.13,0.5898
0,5/26/100,14,1.5,3.0,7-16h,172,41.3,1.36,-9.7%,2.61,73,27.4,0.751,-20.1%,-2.13,0.5898
0,9/42/80,20,2.0,3.0,7-16h,132,50.8,1.504,-7.3%,2.25,49,44.9,1.205,-4.0%,0.96,0.5898
0,5/50/100,10,2.0,3.0,7-16h,141,50.4,1.475,-7.7%,2.32,52,38.5,0.927,-8.6%,-0.39,0.5897
0,9/42/150,20,2.0,4.0,6-17h,108,44.4,1.517,-8.6%,2.27,42,38.1,1.217,-8.6%,0.95,0.5895
0,5/42/80,14,2.0,3.5,6-17h,165,44.8,1.381,-6.4%,2.44,63,34.9,0.927,-8.7%,-0.5,0.589
0,5/42/100,20,2.0,3.0,7-16h,137,50.4,1.503,-7.3%,2.24,55,41.8,1.064,-6.8%,0.35,0.589
0,9/26/80,20,2.0,3.5,6-17h,162,45.1,1.395,-7.8%,2.46,64,42.2,1.258,-5.7%,1.69,0.5887
0,5/42/100,10,3.0,3.0,7-16h,116,62.9,1.668,-5.9%,1.87,45,55.6,1.237,-5.0%,0.82,0.5886
0,5/50/150,20,2.0,4.0,7-16h,120,43.3,1.479,-6.8%,2.26,45,40.0,1.321,-5.9%,1.48,0.5884
0,5/42/100,20,3.0,3.0,7-16h,118,62.7,1.661,-5.9%,1.87,48,47.9,0.911,-5.0%,-0.37,0.5876
0,5/50/100,14,1.5,3.0,6-17h,182,40.7,1.331,-6.8%,2.53,60,28.3,0.781,-12.5%,-1.52,0.5876
0,12/26/150,20,2.0,4.0,6-17h,120,43.3,1.521,-9.6%,2.26,46,41.3,1.397,-6.9%,1.85,0.587
0,5/50/80,14,2.0,3.5,6-17h,176,44.3,1.368,-6.4%,2.43,66,37.9,1.053,-8.6%,0.37,0.5866
0,5/42/80,20,2.0,3.0,7-16h,149,49.7,1.46,-6.8%,2.27,58,39.7,0.974,-7.4%,-0.15,0.5865
0,5/42/100,10,2.0,3.5,6-17h,155,45.2,1.395,-6.4%,2.37,60,35.0,0.93,-9.1%,-0.46,0.586
0,5/50/200,10,2.0,3.0,6-17h,131,50.4,1.484,-4.5%,2.13,48,39.6,0.971,-7.3%,-0.14,0.5858
0,5/42/100,14,2.5,4.0,6-17h,139,48.2,1.447,-4.9%,2.21,52,36.5,0.909,-7.8%,-0.49,0.5854
0,5/26/100,14,1.5,2.5,6-17h,205,44.9,1.324,-8.4%,2.57,84,32.1,0.782,-16.4%,-1.98,0.5853
0,5/42/100,10,2.5,2.5,7-16h,129,62.0,1.6,-5.9%,1.94,49,49.0,0.951,-6.0%,-0.21,0.5844
0,12/26/100,20,2.0,4.0,6-17h,131,42.7,1.482,-10.5%,2.33,49,38.8,1.253,-7.8%,1.3,0.5844
0,5/50/80,20,1.5,3.0,7-16h,176,40.9,1.342,-8.8%,2.53,61,31.1,0.892,-9.9%,-0.75,0.5841
0,5/42/100,14,2.0,3.5,6-17h,153,45.1,1.394,-5.4%,2.31,60,35.0,0.93,-9.1%,-0.46,0.584
0,5/42/80,10,2.0,3.0,7-16h,146,50.0,1.457,-9.1%,2.31,57,36.8,0.867,-10.6%,-0.8,0.5832
0,5/34/100,14,1.5,3.0,6-17h,185,40.5,1.32,-7.8%,2.52,64,28.1,0.768,-16.8%,-1.68,0.583
0,5/34/100,20,1.5,3.0,7-16h,155,41.9,1.373,-11.4%,2.55,56,30.4,0.86,-15.9%,-0.9,0.583
0,5/50/200,20,2.5,3.5,6-17h,117,53.0,1.547,-4.8%,1.98,44,40.9,0.958,-8.0%,-0.18,0.583
0,12/26/80,20,2.0,4.0,7-16h,123,43.1,1.491,-9.6%,2.26,50,40.0,1.318,-6.9%,1.65,0.583
0,5/42/100,20,2.5,2.5,6-17h,155,60.6,1.532,-6.9%,2.08,56,42.9,0.744,-10.6%,-1.33,0.5827
0,5/42/200,10,2.0,3.5,7-16h,110,47.3,1.507,-5.2%,2.06,47,40.4,1.17,-7.7%,0.82,0.5822
0,12/26/80,10,2.0,3.5,6-17h,145,45.5,1.452,-9.0%,2.3,54,38.9,1.099,-6.2%,0.55,0.5821
0,5/50/100,10,2.5,3.0,6-17h,145,55.9,1.504,-5.7%,2.08,50,48.0,1.096,-5.0%,0.42,0.5818
0,5/50/150,10,2.0,3.0,6-17h,140,50.0,1.453,-6.4%,2.2,52,40.4,1.004,-8.2%,0.02,0.5818
0,5/42/100,14,1.5,3.0,6-17h,183,40.4,1.331,-6.9%,2.45,64,32.8,0.963,-8.7%,-0.27,0.5817
0,12/26/80,20,2.0,3.5,6-17h,148,45.3,1.441,-8.1%,2.28,56,37.5,1.037,-10.1%,0.21,0.5816
0,9/42/80,10,2.0,3.5,7-16h,129,46.5,1.453,-8.5%,2.27,47,38.3,1.07,-8.2%,0.35,0.5814
0,9/42/80,14,2.0,3.5,7-16h,129,46.5,1.451,-8.5%,2.27,46,41.3,1.212,-5.9%,1.0,0.5812
0,5/26/150,14,1.5,3.0,6-17h,186,40.9,1.339,-14.1%,2.68,77,31.2,0.893,-19.2%,-0.93,0.581
0,5/42/200,10,2.5,3.0,7-16h,109,57.8,1.611,-5.0%,1.83,41,51.2,1.244,-3.9%,0.85,0.5805
0,5/50/200,10,2.0,3.5,7-16h,112,47.3,1.501,-7.0%,2.11,43,39.5,1.128,-6.8%,0.57,0.5802
0,5/34/100,20,1.5,3.0,6-17h,182,40.7,1.312,-9.1%,2.53,64,29.7,0.831,-15.1%,-1.22,0.5792
0,9/26/100,14,1.5,3.0,6-17h,172,40.7,1.347,-6.9%,2.38,66,34.8,1.053,-8.9%,0.39,0.579
0,9/42/100,20,2.0,4.0,7-16h,107,43.9,1.501,-7.8%,2.12,42,40.5,1.337,-3.9%,1.49,0.579
0,5/42/100,14,3.0,3.0,7-16h,117,62.4,1.632,-5.9%,1.8,45,55.6,1.237,-5.0%,0.82,0.5789
0,9/26/150,20,2.0,3.5,6-17h,143,45.5,1.419,-6.9%,2.24,56,41.1,1.207,-7.7%,1.16,0.5788
0,5/50/80,10,2.0,3.0,7-16h,159,49.1,1.419,-7.8%,2.27,59,33.9,0.759,-12.9%,-1.5,0.5787
0,5/42/200,14,2.0,3.0,7-16h,113,51.3,1.521,-5.4%,1.99,47,44.7,1.192,-7.7%,0.88,0.5786
0,5/26/100,20,1.5,2.5,7-16h,173,45.7,1.361,-7.8%,2.38,73,30.1,0.716,-18.2%,-2.31,0.5784
0,5/50/80,10,2.0,3.5,6-17h,177,44.1,1.349,-6.4%,2.35,66,36.4,0.986,-8.6%,-0.1,0.5784
0,5/50/200,20,1.5,3.0,7-16h,124,42.7,1.444,-6.8%,2.18,43,32.6,0.952,-7.8%,-0.24,0.5782
0,5/50/200,14,2.0,3.0,7-16h,115,51.3,1.529,-7.3%,2.03,42,40.5,1.007,-6.8%,0.03,0.5778
0,9/26/100,20,2.0,3.5,6-17h,156,44.9,1.385,-6.9%,2.29,59,40.7,1.184,-8.2%,1.11,0.5778
0,5/50/200,14,1.5,3.0,6-17h,141,41.8,1.404,-6.8%,2.25,48,27.1,0.735,-11.7%,-1.5,0.5777
0,5/26/200,10,1.5,3.0,6-17h,179,40.8,1.343,-11.5%,2.53,68,32.4,0.943,-16.7%,-0.44,0.5775
0,5/42/80,20,2.0,3.0,6-17h,181,48.1,1.373,-6.4%,2.29,66,37.9,0.904,-8.8%,-0.65,0.5774
0,12/26/80,14,2.0,3.5,6-17h,146,45.2,1.437,-8.1%,2.22,55,40.0,1.152,-6.2%,0.86,0.5768
0,5/50/200,10,2.0,3.0,7-16h,115,51.3,1.521,-7.3%,2.03,43,39.5,0.969,-6.8%,-0.14,0.5767
0,5/42/80,10,2.5,3.0,7-16h,131,56.5,1.534,-6.6%,1.98,50,44.0,0.932,-7.3%,-0.31,0.5766
0,5/50/200,14,1.5,2.5,7-16h,126,47.6,1.461,-6.7%,2.12,43,30.2,0.718,-12.1%,-1.38,0.5766
0,5/42/80,14,2.0,4.0,6-17h,161,41.0,1.348,-6.0%,2.31,61,31.1,0.89,-9.9%,-0.75,0.5764
